trip_id,rider_rating_for_driver,driver_rating_for_rider
13877,4.4,4.2
13878,3.6,4.7
13879,3.4,4.5
13881,3.3,4.0
13882,4.8,3.6
13883,4.5,4.1
13884,4.9,4.5
13885,4.5,4.7
13887,3.8,3.6
13888,4.9,4.4
13889,4.2,3.6
13890,4.9,3.5
13891,3.4,4.9
13893,3.7,3.9
13895,3.8,3.8
13896,3.0,3.7
13897,4.4,4.6
13898,4.8,3.9
13900,4.8,4.7
13901,4.6,3.8
13903,3.5,3.6
13905,3.8,4.3
13906,3.7,4.3
13908,3.9,4.6
13910,3.9,4.4
13912,4.8,4.1
13913,3.2,4.1
13915,4.5,4.7
13916,4.1,4.9
13918,4.4,4.3
13920,4.8,4.7
13921,4.9,4.5
13922,3.0,3.6
13923,4.7,4.4
13924,3.4,3.7
13925,3.3,4.3
13926,4.8,4.4
13927,4.9,3.5
13928,3.8,4.6
13930,3.1,4.3
13931,4.6,4.5
13933,4.7,4.1
13935,3.4,4.1
13936,5.0,4.3
13937,4.6,4.2
13938,3.9,4.8
13939,3.9,4.1
13941,3.7,4.6
13942,4.5,4.9
13943,4.2,4.6
13944,4.6,3.7
13945,4.1,4.8
13947,3.1,4.8
13948,4.8,4.0
13949,3.9,4.1
13952,4.5,3.9
13954,3.5,4.9
13956,3.5,3.8
13957,3.7,4.1
13958,3.7,4.0
13959,3.6,3.5
13960,3.6,4.6
13961,3.3,4.1
13962,3.0,4.5
13964,5.0,4.2
13965,3.1,4.2
13966,3.7,4.2
13969,4.7,4.2
13970,3.0,4.8
13971,4.6,4.5
13972,3.8,3.9
13973,3.4,4.4
13975,3.3,5.0
13976,4.7,4.1
13977,3.6,3.8
13978,3.9,4.1
13979,3.7,3.9
13980,4.7,4.5
13981,3.3,4.3
13983,5.0,5.0
13984,3.0,4.3
13986,3.4,4.3
13987,3.9,3.8
13988,3.3,4.0
13989,3.5,4.5
13990,5.0,5.0
13991,4.2,4.4
13992,3.1,5.0
13993,4.0,3.8
13994,4.2,4.6
13996,3.7,4.2
13998,4.8,3.6
13999,4.6,3.7
14000,3.8,4.4
14001,4.5,3.9
14002,4.1,3.6
14003,4.6,4.2
14004,4.0,4.9
14005,3.2,4.5
14007,3.6,4.7
14008,4.2,4.2
14009,4.9,3.9
14013,4.8,4.0
14014,4.7,4.6
14015,4.1,4.8
14016,3.4,4.7
14018,3.0,3.6
14020,3.7,4.5
14022,4.5,3.6
14023,3.5,4.3
14024,3.6,4.7
14025,3.2,3.9
14026,4.4,4.4
14027,3.6,4.2
14028,4.3,4.3
14029,4.0,3.8
14030,5.0,4.6
14031,4.9,3.9
14034,3.8,4.5
14035,4.6,4.0
14036,3.8,3.8
14037,3.5,4.5
14038,3.0,4.8
14039,4.4,3.8
14040,3.6,4.5
14041,4.0,4.7
14042,3.3,4.5
14043,3.1,4.2
14044,4.5,4.0
14045,3.6,4.6
14046,3.5,4.9
14047,3.5,3.8
14048,3.2,3.6
14050,3.1,4.6
14051,3.4,4.5
14052,4.6,4.3
14053,5.0,4.3
14054,4.0,5.0
14055,4.6,3.7
14057,3.5,4.1
14059,4.4,3.6
14061,4.8,3.9
14063,4.2,3.5
14064,4.4,4.6
14065,3.2,3.8
14068,3.7,3.5
14069,3.1,4.1
14070,3.3,3.9
14071,3.6,4.8
14072,4.9,4.8
14073,3.1,3.9
14075,3.9,4.5
14076,4.5,4.9
14077,4.0,4.0
14078,4.2,4.6
14079,4.9,4.4
14080,4.3,4.3
14081,4.5,3.5
14084,3.1,4.1
14085,4.6,4.5
14086,3.8,5.0
14087,3.0,4.1
14088,4.7,4.8
14089,4.9,4.2
14090,4.2,4.2
14092,4.8,4.1
14093,3.4,3.8
14095,4.2,4.6
14096,3.9,4.0
14097,3.1,3.7
14099,4.3,4.9
14101,4.2,3.6
14102,3.1,4.3
14103,3.4,4.7
14104,3.6,3.7
14105,3.4,4.2
14106,4.3,3.8
14107,4.1,4.3
14108,3.7,4.2
14110,3.9,4.0
14112,4.9,4.9
14113,3.2,4.9
14114,3.4,4.8
14115,4.1,4.9
14116,5.0,4.2
14117,4.5,4.1
14118,4.6,4.5
14120,4.5,4.4
14121,3.2,4.6
14122,3.6,4.6
14123,4.1,3.7
14124,3.1,4.0
14125,3.8,3.6
14126,3.4,4.8
14127,4.3,4.8
14128,3.2,4.6
14129,4.6,4.2
14130,4.1,5.0
14131,3.7,4.1
14132,3.3,4.2
14133,4.3,4.8
14134,4.7,4.3
14135,4.7,4.4
14136,3.3,3.7
14137,5.0,4.7
14138,3.6,4.8
14139,3.5,4.0
14140,3.7,4.1
14141,3.9,4.3
14142,4.2,3.7
14143,4.1,4.1
14144,3.3,3.6
14145,3.6,3.7
14146,4.5,3.8
14147,3.4,3.7
14148,4.4,4.3
14149,4.5,3.8
14150,4.5,4.5
14151,4.5,3.6
14153,3.5,4.5
14154,3.8,4.2
14155,3.9,3.6
14158,4.9,4.7
14160,3.7,3.7
14161,4.9,5.0
14162,4.7,4.9
14163,4.5,4.0
14164,4.4,4.3
14165,4.0,5.0
14166,3.2,4.7
14167,4.0,4.7
14169,3.0,4.7
14170,4.0,4.9
14171,4.3,4.3
14172,3.8,3.8
14173,3.3,4.4
14177,4.4,4.4
14178,4.7,4.6
14179,4.3,4.1
14180,4.2,3.8
14181,3.8,4.7
14182,4.3,3.7
14184,3.6,4.4
14185,4.2,4.9
14186,3.7,4.7
14187,4.2,4.8
14189,3.9,4.2
14190,3.5,4.1
14191,3.5,4.2
14192,4.5,4.1
14193,3.3,3.8
14195,3.6,4.2
14196,4.4,4.7
14197,3.1,3.8
14198,3.0,3.6
14199,3.8,4.6
14200,4.9,3.6
14201,3.1,4.5
14203,4.8,4.5
14206,4.1,3.8
14207,3.2,3.6
14210,4.7,3.5
14211,3.1,4.6
14213,4.0,4.5
14215,4.2,4.0
14216,4.4,4.1
14217,3.5,4.0
14218,3.5,4.3
14219,4.7,3.7
14220,3.7,4.2
14221,4.1,3.8
14223,3.9,4.2
14224,3.4,4.8
14225,3.8,4.9
14226,3.1,3.8
14227,3.3,3.9
14228,4.7,4.7
14229,4.8,4.3
14230,3.0,3.7
14231,3.6,4.7
14232,4.9,4.4
14233,4.4,4.8
14238,3.0,4.2
14239,3.2,4.1
14240,4.5,3.9
14244,4.4,3.7
14245,4.8,4.6
14246,4.5,3.5
14247,4.9,3.8
14248,4.1,3.7
14249,3.5,5.0
14251,3.3,3.8
14253,3.0,4.5
14257,3.2,4.4
14259,4.2,3.5
14260,3.8,4.5
14261,4.6,4.7
14263,3.7,3.6
14265,3.7,4.5
14266,4.2,3.5
14268,4.9,4.1
14270,4.2,4.4
14271,3.5,4.2
14272,3.8,3.7
14273,4.8,4.9
14274,4.6,4.0
14275,3.1,4.5
14276,3.5,3.6
14277,4.2,4.6
14278,4.5,4.9
14279,3.2,4.4
14280,4.0,4.5
14282,4.1,4.2
14283,3.2,4.4
14284,3.9,4.9
14285,3.0,4.1
14286,4.4,3.6
14287,3.2,4.7
14289,3.3,4.9
14290,4.6,3.5
14291,3.8,3.5
14292,4.4,4.3
14293,4.3,4.5
14294,3.3,3.6
14295,3.3,3.6
14296,4.3,5.0
14298,3.5,5.0
14299,3.9,3.8
14300,4.6,4.8
14301,3.5,4.8
14302,3.7,4.5
14303,3.6,3.6
14304,4.5,4.7
14305,3.6,3.8
14306,3.8,4.9
14307,4.1,4.9
14308,4.0,3.9
14309,3.6,3.8
14310,4.2,4.4
14311,3.7,4.0
14312,3.9,4.7
14313,3.8,3.7
14314,4.6,4.9
14315,4.1,5.0
14316,5.0,4.4
14317,4.0,3.9
14318,4.8,4.3
14320,4.1,4.2
14321,4.8,4.8
14322,4.3,3.7
14323,3.2,4.4
14324,3.2,3.6
14327,4.5,4.2
14328,4.4,3.5
14329,3.9,4.8
14330,3.9,3.8
14331,4.3,4.2
14332,4.1,4.4
14333,3.4,4.4
14334,4.8,4.4
14335,4.4,4.8
14337,4.3,4.5
14339,4.0,5.0
14340,4.9,3.9
14341,3.0,4.2
14342,4.4,4.3
14343,5.0,4.6
14346,4.2,4.2
14347,4.2,3.6
14348,4.6,3.9
14349,3.0,3.9
14350,3.2,3.6
14351,4.7,4.4
14352,4.3,3.6
14353,5.0,4.2
14354,3.8,3.8
14355,3.9,3.9
14356,4.3,4.2
14358,3.4,4.9
14362,3.6,4.1
14363,4.7,3.7
14365,4.6,3.9
14366,4.1,4.8
14368,3.7,4.2
14370,4.3,4.9
14372,3.3,3.5
14373,3.9,3.6
14374,4.0,3.7
14378,3.9,4.7
14379,3.8,3.7
14380,3.8,4.8
14382,4.2,4.5
14383,3.7,4.4
14384,4.2,3.5
14388,4.0,4.3
14389,3.7,3.5
14390,4.6,4.4
14391,3.1,4.9
14393,3.5,3.8
14394,4.0,4.9
14395,4.8,3.5
14396,3.1,3.5
14398,4.2,4.1
14399,3.3,3.8
14400,3.0,4.3
14401,4.7,3.9
14402,4.8,4.8
14403,3.5,3.7
14404,4.7,4.6
14405,3.8,4.7
14406,3.1,3.8
14407,3.4,3.9
14408,4.3,3.8
14410,3.4,4.8
14411,4.2,4.1
14412,3.4,4.5
14413,3.4,3.7
14414,4.4,4.2
14415,4.7,4.0
14416,4.5,3.5
14417,3.1,4.7
14418,4.8,3.8
14420,3.3,3.6
14422,4.5,4.5
14423,4.5,4.2
14424,3.9,4.5
14425,4.1,3.9
14426,3.2,4.4
14427,4.9,3.9
14428,3.1,3.8
14429,4.8,4.2
14430,3.5,4.4
14433,3.8,4.7
14436,4.5,4.7
14437,4.8,4.1
14438,4.4,4.7
14439,3.2,4.9
14440,3.7,4.9
14441,4.2,3.7
14442,5.0,4.9
14443,3.8,4.8
14445,3.6,3.7
14446,3.6,3.9
14448,4.7,4.5
14449,3.3,4.7
14452,4.3,4.3
14453,4.7,3.7
14455,4.7,3.7
14456,3.3,3.5
14457,4.6,4.0
14458,4.8,3.5
14459,4.6,4.7
14460,4.4,4.2
14462,4.0,3.7
14463,4.5,4.0
14464,4.2,4.7
14466,3.8,4.5
14467,4.0,4.8
14469,4.3,3.9
14470,4.1,3.8
14473,4.3,4.3
14475,5.0,4.0
14476,3.5,4.7
14479,5.0,4.2
14480,3.1,3.7
14481,4.2,3.7
14482,4.9,3.9
14483,3.2,3.6
14484,5.0,3.6
14485,4.8,3.9
14486,4.7,3.7
14487,4.1,4.0
14489,3.4,4.4
14490,3.2,4.4
14492,3.1,3.9
14493,4.2,3.8
14494,4.4,3.6
14495,3.4,4.9
14496,4.0,3.7
14497,4.1,3.9
14498,4.8,4.8
14499,3.3,4.6
14500,4.6,4.4
14501,4.5,4.1
14503,4.4,4.8
14504,3.5,3.6
14505,3.1,3.7
14506,4.6,4.4
14508,4.1,3.9
14510,4.3,3.8
14512,4.7,4.4
14513,3.3,4.3
14514,3.4,4.3
14515,3.8,4.6
14516,3.7,3.7
14517,4.9,4.3
14518,3.6,5.0
14520,4.8,4.2
14521,4.1,3.9
14524,3.2,4.0
14525,4.3,3.7
14526,4.5,4.8
14527,3.3,3.6
14528,3.8,3.6
14530,3.3,3.8
14531,3.4,4.8
14533,4.4,4.8
14534,4.0,4.3
14535,3.1,4.0
14536,4.9,4.2
14537,4.4,4.7
14538,3.1,4.4
14540,4.4,4.6
14541,4.7,3.7
14542,3.8,4.1
14543,4.5,4.2
14544,3.6,3.9
14545,3.2,4.5
14546,4.9,4.4
14547,3.0,3.6
14548,4.0,4.1
14549,3.2,5.0
14550,4.2,4.0
14551,3.0,4.4
14552,3.1,3.9
14553,4.4,3.6
14555,4.6,4.3
14556,4.6,5.0
14557,3.3,3.8
14558,3.0,4.6
14559,4.5,4.9
14560,3.4,4.6
14561,3.6,4.5
14562,3.5,4.3
14563,4.9,4.0
14565,4.8,3.7
14566,3.9,4.2
14569,4.6,4.2
14570,4.5,3.7
14571,3.9,3.7
14573,3.2,4.7
14575,4.5,3.6
14576,4.4,3.5
14578,3.3,3.8
14579,4.0,4.0
14580,4.6,3.5
14581,4.5,4.7
14582,4.9,4.8
14583,3.9,3.6
14584,4.7,4.7
14585,3.0,4.4
14586,4.3,4.4
14588,3.6,4.8
14589,3.3,3.5
14590,4.5,4.1
14591,3.7,3.9
14594,4.2,3.8
14595,4.7,5.0
14599,4.1,4.8
14601,3.9,4.6
14602,4.2,5.0
14603,5.0,4.7
14604,3.3,4.0
14605,3.5,4.0
14607,4.9,3.8
14608,5.0,4.2
14609,4.1,4.7
14610,3.0,4.8
14611,4.7,3.9
14613,4.3,4.1
14614,4.1,4.9
14615,4.9,3.7
14617,3.3,3.8
14618,3.7,3.5
14619,4.3,4.9
14620,3.0,4.2
14622,4.7,3.7
14623,4.5,3.9
14625,3.5,4.2
14626,3.6,3.7
14627,3.6,3.8
14628,4.7,5.0
14629,3.6,4.5
14630,3.6,4.0
14632,4.5,3.6
14633,4.2,5.0
14634,3.7,3.6
14635,4.2,3.8
14636,4.8,3.6
14637,3.9,4.0
14638,3.0,4.6
14639,4.5,4.8
14640,5.0,3.7
14641,3.1,3.6
14642,4.2,4.3
14643,3.8,4.5
14644,4.1,4.8
14645,3.6,3.6
14646,4.5,4.1
14648,3.2,4.5
14650,3.2,3.6
14651,4.1,4.8
14652,3.6,4.8
14653,4.8,3.9
14654,3.4,4.1
14655,4.6,4.6
14657,4.9,4.5
14658,3.7,4.1
14659,4.8,4.1
14662,3.6,4.4
14663,4.1,4.4
14664,3.0,4.8
14665,3.5,4.0
14666,3.1,3.7
14667,3.1,4.1
14668,5.0,3.6
14669,4.5,4.6
14670,3.7,4.5
14671,4.4,4.2
14673,4.1,4.6
14674,4.8,4.5
14675,3.5,4.9
14676,4.0,4.8
14677,3.0,4.3
14678,4.5,4.3
14679,4.2,4.8
14681,4.2,4.4
14682,4.5,3.6
14683,3.8,4.4
14684,3.3,3.6
14685,3.4,4.7
14686,4.5,4.1
14687,5.0,4.8
14688,3.9,4.6
14690,3.3,4.6
14692,3.1,3.7
14694,4.0,4.2
14695,4.4,5.0
14696,4.2,4.5
14697,3.6,4.1
14698,4.2,4.5
14699,4.1,4.7
14700,3.4,4.8
14702,3.8,4.0
14703,4.8,3.6
14704,4.5,4.6
14706,4.9,4.0
14707,4.8,4.7
14708,3.5,3.6
14709,4.7,4.0
14710,4.2,3.7
14711,4.9,4.2
14712,3.4,3.9
14713,3.7,4.1
14714,3.8,5.0
14715,3.0,4.1
14716,4.0,4.4
14719,4.9,3.6
14720,4.6,4.0
14721,3.4,4.0
14722,3.6,4.0
14723,5.0,4.9
14724,3.1,3.5
14727,3.9,3.6
14728,4.8,4.2
14732,4.4,4.8
14733,5.0,3.6
14734,5.0,4.6
14735,4.5,5.0
14736,4.0,4.8
14737,4.2,4.9
14740,4.6,4.5
14742,3.6,4.4
14744,3.9,5.0
14745,4.3,4.0
14746,3.5,4.2
14747,4.3,3.7
14748,3.3,4.2
14749,3.8,4.8
14751,3.2,4.4
14752,4.7,4.4
14753,3.6,4.0
14754,4.9,3.6
14755,4.6,4.4
14756,3.6,4.1
14757,4.2,4.9
14758,3.9,3.9
14759,4.6,3.6
14760,4.4,4.9
14761,4.3,4.5
14763,4.5,3.9
14764,3.8,4.1
14766,3.8,4.9
14767,3.7,4.1
14769,3.3,4.5
14770,3.7,3.7
14773,4.3,4.0
14774,3.6,3.9
14776,3.4,3.9
14777,4.9,4.1
14778,4.2,4.9
14779,3.1,4.1
14784,4.6,3.7
14785,4.3,4.7
14786,3.8,4.1
14787,4.4,4.9
14788,4.8,3.6
14789,3.4,4.1
14791,4.1,4.2
14792,4.5,4.5
14793,3.2,3.5
14794,4.5,4.7
14795,4.5,4.0
14797,4.1,5.0
14798,4.6,3.9
14799,4.3,3.9
14800,3.6,4.6
14804,3.3,4.9
14805,4.9,4.5
14806,4.2,4.5
14807,4.4,5.0
14809,4.1,3.7
14811,4.5,3.6
14812,3.3,4.5
14813,3.4,3.7
14814,4.7,3.7
14815,3.1,4.2
14816,3.9,4.9
14817,3.4,4.5
14818,4.1,3.7
14819,3.9,4.2
14820,4.5,4.4
14821,3.6,4.7
14822,3.8,4.7
14823,3.5,4.1
14824,3.2,4.4
14825,3.5,4.1
14826,4.8,3.6
14827,4.0,4.0
14828,4.1,4.6
14829,4.5,3.9
14831,4.7,5.0
14832,3.0,4.1
14834,3.2,3.6
14835,3.9,4.1
14836,3.4,3.7
14837,3.9,5.0
14838,4.2,4.7
14839,4.0,4.7
14840,4.4,3.6
14841,3.0,3.8
14842,4.1,4.1
14843,4.4,4.7
14844,5.0,4.5
14845,3.2,4.0
14846,3.0,4.3
14847,3.6,4.8
14849,3.7,4.8
14850,4.6,3.8
14852,3.5,4.4
14853,3.5,4.5
14854,4.7,3.6
14855,3.9,3.6
14857,4.3,4.6
14858,3.4,4.1
14859,4.2,4.1
14861,4.8,4.6
14862,4.5,4.9
14863,3.3,4.1
14864,3.3,4.7
14865,3.2,3.8
14866,4.8,4.1
14867,4.2,3.6
14868,3.0,4.9
14869,4.7,5.0
14870,3.7,4.6
14871,4.4,4.9
14872,4.7,4.0
14873,4.5,4.6
14874,4.6,3.6
14875,4.6,4.2
14876,3.3,4.7
14877,3.8,3.6
14879,4.8,3.8
14880,3.2,3.9
14882,5.0,4.8
14883,3.5,3.6
14884,4.2,4.1
14885,3.7,3.7
14887,5.0,3.5
14888,4.0,4.4
14891,3.3,4.5
14892,4.7,4.9
14893,3.8,4.4
14894,4.7,4.5
14895,3.9,4.4
14896,4.9,4.0
14897,3.1,3.7
14898,5.0,3.8
14899,3.9,4.9
14900,3.7,4.3
14901,3.1,4.6
14902,3.5,3.9
14903,3.6,4.9
14904,4.5,4.5
14905,4.4,4.9
14907,4.8,3.9
14908,4.9,3.8
14909,4.5,4.1
14910,4.4,4.9
14911,4.8,4.6
14912,3.3,4.7
14913,3.2,4.9
14914,4.4,3.9
14915,3.6,4.9
14916,3.8,4.4
14917,4.2,4.7
14918,4.9,4.8
14919,4.7,4.1
14920,4.5,3.8
14921,3.9,4.4
14924,4.6,3.6
14925,3.4,4.5
14926,4.6,4.7
14928,4.0,4.7
14929,3.5,4.1
14930,3.9,3.7
14931,4.6,3.7
14932,4.3,4.0
14933,3.3,4.8
14934,4.4,4.9
14935,4.7,4.0
14937,3.3,4.7
14939,3.1,4.1
14940,3.1,4.0
14941,3.0,4.6
14942,3.0,4.0
14943,4.6,3.8
14944,4.5,4.3
14945,4.9,4.5
14947,3.7,4.5
14948,4.4,4.1
14949,3.8,4.3
14950,4.1,4.5
14951,3.9,4.3
14952,3.8,4.0
14953,3.5,4.5
14954,4.2,4.3
14955,3.5,4.6
14956,3.3,4.8
14959,4.5,5.0
14960,4.3,4.9
14961,3.6,4.6
14962,4.3,4.4
14964,3.1,4.9
14965,5.0,4.9
14966,3.3,5.0
14967,4.9,4.6
14968,3.1,4.8
14969,4.4,3.9
14970,3.4,5.0
14972,4.9,4.0
14973,3.6,3.7
14974,3.1,4.4
14975,3.1,4.4
14976,4.7,3.7
14977,3.1,3.7
14978,4.7,4.2
14979,3.3,4.8
14980,3.6,4.4
14981,5.0,3.8
14982,4.4,3.8
14984,3.3,3.6
14985,3.5,3.6
14986,4.0,4.3
14987,4.8,3.8
14988,4.4,3.9
14989,4.4,4.6
14992,3.7,3.7
14993,4.3,4.2
14994,3.3,3.9
14995,4.1,4.6
14996,4.1,4.6
14997,4.4,3.9
14998,3.5,4.5
14999,3.2,4.4
15000,4.9,4.2
15001,3.3,4.3
15002,3.7,4.2
15003,4.7,4.3
15004,4.2,3.8
15005,3.4,3.9
15006,4.0,4.7
15007,4.7,3.7
15008,5.0,4.4
15009,4.3,3.7
15010,3.5,4.6
15011,4.6,4.4
15012,4.6,4.8
15014,4.8,3.8
15017,3.3,3.7
15018,3.7,4.8
15019,3.5,4.9
15020,3.4,4.4
15021,3.7,4.9
15023,3.1,3.8
15024,4.7,4.8
15025,4.7,4.8
15027,4.9,4.6
15028,3.1,4.9
15029,4.1,4.3
15030,3.0,4.1
15031,4.2,4.1
15033,3.2,3.8
15035,3.8,4.8
15037,3.6,4.3
15038,3.7,3.6
15040,3.4,4.1
15041,3.2,4.7
15042,3.0,3.6
15043,4.5,4.5
15044,4.8,4.4
15045,4.8,3.7
15046,4.3,4.1
15047,3.2,4.1
15048,4.1,4.1
15049,3.2,3.7
15050,4.0,4.8
15052,4.7,3.6
15053,3.4,4.9
15055,4.9,4.0
15056,3.8,4.8
15057,3.4,4.8
15058,4.0,3.5
15059,4.7,4.2
15060,3.5,4.0
15061,3.3,4.6
15062,4.3,3.6
15063,4.4,3.9
15064,3.1,3.6
15065,3.5,4.0
15066,3.2,4.1
15067,4.4,4.0
15068,4.1,4.5
15069,4.8,4.4
15072,4.4,4.2
15073,3.5,3.7
15074,3.7,3.9
15076,3.8,3.5
15077,3.2,4.3
15078,4.8,4.1
15079,4.4,4.4
15080,4.5,4.2
15081,4.3,4.1
15082,3.9,4.6
15083,3.8,4.3
15084,4.1,4.6
15085,4.5,4.5
15086,3.7,3.7
15088,4.0,3.7
15089,4.3,4.2
15090,3.6,4.9
15091,4.7,3.6
15092,3.4,3.6
15093,4.7,4.3
15094,3.0,5.0
15095,4.3,4.2
15096,3.9,4.6
15097,3.5,4.2
15098,4.9,4.2
15099,3.4,3.8
15100,4.0,4.4
15101,4.1,5.0
15102,4.9,4.2
15103,4.3,4.5
15104,3.1,4.8
15107,3.8,4.2
15108,4.7,4.2
15109,4.5,3.9
15110,3.1,4.0
15111,4.2,3.9
15112,3.2,4.3
15114,3.2,4.8
15115,4.9,4.2
15117,4.4,4.8
15119,3.2,4.8
15120,3.7,4.9
15121,4.4,4.2
15122,4.8,4.5
15123,3.1,3.8
15124,3.2,4.5
15125,3.2,3.5
15126,4.1,4.5
15127,3.9,4.0
15128,3.3,4.4
15130,4.1,3.6
15131,3.7,4.2
15134,3.3,4.5
15135,3.1,3.7
15136,3.2,4.0
15137,3.8,3.5
15138,4.0,3.6
15139,3.4,3.8
15141,4.6,4.9
15143,4.1,4.9
15144,4.5,3.9
15145,3.8,4.6
15147,4.8,4.6
15148,4.6,4.4
15150,4.1,4.4
15151,4.4,4.2
15154,3.3,3.8
15155,4.5,3.7
15156,4.2,4.1
15157,3.4,3.8
15158,3.5,4.7
15159,4.8,4.4
15160,3.4,4.6
15161,3.9,4.2
15162,4.7,3.7
15163,3.6,4.6
15164,3.3,4.4
15165,4.0,4.4
15166,3.4,3.9
15167,5.0,4.4
15168,4.3,4.9
15169,4.0,4.1
15170,3.9,4.4
15171,4.2,3.7
15172,3.7,4.1
15173,3.4,4.9
15174,3.5,3.9
15176,3.2,4.7
15177,4.8,4.9
15178,4.9,5.0
15179,3.5,4.1
15180,5.0,3.8
15181,4.1,4.3
15182,3.5,4.3
15183,4.0,4.7
15184,3.2,3.7
15185,3.3,4.1
15186,3.4,4.9
15187,4.8,5.0
15188,4.9,4.4
15189,3.8,4.3
15190,3.5,3.7
15192,3.6,4.9
15193,3.7,3.8
15194,4.1,3.6
15195,3.3,4.3
15196,4.2,4.5
15199,3.7,4.5
15200,4.2,4.7
15201,4.1,4.6
15202,3.9,3.8
15203,3.2,4.9
15204,3.3,3.8
15205,3.7,4.1
15206,4.5,4.4
15207,3.7,3.9
15208,3.6,3.9
15209,4.6,4.5
15210,4.7,5.0
15212,4.4,3.9
15214,3.9,4.4
15215,3.4,4.3
15216,5.0,3.5
15218,3.7,3.6
15219,3.9,4.9
15220,4.0,4.6
15225,4.1,3.7
15226,3.0,4.0
15227,4.8,4.3
15228,4.8,4.6
15231,3.2,3.7
15232,4.7,3.5
15234,3.3,4.5
15235,3.5,4.3
15236,4.0,4.6
15237,5.0,3.7
15238,4.0,4.2
15239,3.8,4.6
15240,4.0,4.9
15242,3.5,4.5
15243,4.9,4.7
15245,4.9,3.6
15246,4.4,3.5
15248,3.3,4.5
15249,4.0,4.2
15250,3.8,3.5
15251,5.0,4.1
15252,3.1,4.3
15253,3.5,4.8
15254,4.0,3.7
15255,4.7,4.9
15257,4.5,3.5
15258,4.9,4.1
15260,3.4,4.5
15261,3.2,3.7
15263,4.2,4.7
15264,3.9,4.9
15265,3.7,3.6
15266,4.6,3.5
15267,4.1,5.0
15268,3.6,3.8
15269,4.1,3.8
15270,4.9,3.9
15271,3.5,4.7
15272,3.9,3.6
15273,3.6,3.7
15274,4.2,4.7
15275,4.8,4.5
15276,4.3,4.4
15277,3.4,4.1
15278,3.3,3.7
15279,3.1,3.7
15284,4.7,3.8
15285,3.9,4.6
15286,3.8,3.6
15287,3.5,3.8
15289,3.9,4.2
15291,3.7,4.4
15293,4.5,3.7
15294,4.4,3.8
15295,3.9,3.8
15296,4.3,4.9
15298,4.2,4.5
15299,4.3,3.8
15300,4.5,4.9
15302,3.2,4.2
15303,4.7,4.4
15304,3.6,4.4
15305,3.8,4.5
15306,3.6,4.4
15307,4.7,4.1
15310,4.7,3.8
15312,3.3,4.2
15313,4.0,4.4
15314,3.8,4.3
15315,3.4,4.4
15317,4.1,3.6
15318,3.7,3.8
15319,4.4,4.5
15320,4.7,4.6
15321,3.0,3.9
15322,4.1,4.7
15323,4.2,4.4
15325,3.6,4.3
15326,4.6,4.8
15327,4.8,4.9
15328,4.5,4.4
15330,4.1,4.0
15331,3.0,3.8
15333,3.8,4.0
15334,4.4,4.1
15335,3.3,4.8
15337,4.6,4.0
15338,4.2,4.9
15339,3.7,4.8
15340,4.7,4.3
15341,4.3,3.9
15342,3.6,4.2
15343,3.4,4.9
15344,3.3,3.9
15345,5.0,4.4
15347,4.7,3.6
15348,4.4,4.0
15349,3.9,4.9
15350,4.7,4.6
15351,4.4,4.9
15352,4.1,4.1
15353,4.6,4.8
15355,3.2,4.5
15356,4.7,4.8
15357,3.3,4.9
15359,4.8,4.6
15360,3.4,4.8
15362,3.8,4.4
15363,4.5,4.1
15364,3.2,3.7
15366,4.9,3.5
15368,4.5,3.9
15369,3.5,4.1
15370,4.8,4.0
15371,3.1,4.8
15372,3.0,3.8
15373,3.6,4.6
15374,3.2,3.8
15375,4.6,4.8
15376,3.8,3.8
15378,4.2,4.9
15380,4.6,4.1
15382,3.3,4.8
15383,4.9,3.9
15386,4.3,4.5
15387,3.1,4.5
15388,4.1,4.5
15389,4.7,4.2
15391,4.8,4.9
15393,4.5,4.2
15396,4.9,4.5
15397,4.0,4.5
15399,3.8,4.5
15400,3.4,4.5
15401,3.9,3.9
15402,4.7,3.6
15404,3.1,4.9
15406,3.4,4.1
15407,4.9,4.3
15408,4.6,4.2
15409,3.6,4.2
15410,4.7,4.9
15411,3.3,3.9
15412,4.3,3.7
15414,3.4,3.6
15415,4.1,4.9
15416,4.3,4.4
15417,4.5,3.6
15418,4.8,4.3
15419,4.6,4.2
15420,3.6,4.9
15421,4.7,4.3
15422,3.1,4.9
15423,4.5,4.6
15424,4.0,4.6
15426,3.9,3.9
15427,4.4,3.7
15428,3.1,4.4
15430,4.7,4.2
15431,3.5,4.9
15433,4.6,3.8
15434,3.6,3.8
15435,4.5,3.8
15436,4.8,3.7
15437,4.4,4.0
15438,3.5,4.3
15439,4.4,4.8
15440,4.4,4.9
15442,4.8,4.8
15443,3.5,3.9
15444,4.9,4.2
15445,4.4,3.7
15446,3.6,4.5
15447,4.0,3.5
15448,4.5,4.0
15449,3.1,4.5
15450,3.7,4.6
15451,4.8,4.9
15452,3.2,4.6
15454,4.1,4.0
15455,4.2,4.5
15456,3.6,4.6
15458,3.8,4.7
15459,4.8,3.7
15460,3.1,4.7
15461,3.3,3.7
15463,4.8,4.5
15464,3.4,4.6
15466,3.3,4.8
15468,4.2,3.5
15469,5.0,4.8
15471,3.9,4.2
15472,4.0,4.8
15473,4.7,4.2
15474,4.4,3.8
15475,5.0,4.2
15476,4.2,4.5
15477,3.8,4.9
15478,3.7,4.3
