trip_id,amount,payment_mode,payment_status
20383,59.07,card,success
20384,34.95,card,success
20385,16.69,card,success
20386,21.06,card,success
20387,20.99,cash,success
20388,11.37,cash,success
20389,18.48,card,success
20390,15.12,card,success
20391,10.92,card,success
20392,34.25,card,success
20393,13.5,card,success
20394,16.0,wallet,success
20395,15.18,card,success
20396,58.84,card,success
20397,11.9,card,success
20398,78.0,cash,success
20399,88.9,cash,success
20400,7.7,wallet,success
20401,69.59,card,success
20402,28.62,cash,success
20403,46.15,cash,success
20404,81.5,cash,success
20405,28.06,wallet,success
20406,100.13,card,success
20407,16.05,card,success
20408,20.0,card,failed
20409,167.81,card,success
20410,11.25,cash,success
20411,8.45,card,success
20412,14.3,cash,success
20413,68.99,card,success
20414,76.38,cash,success
20415,41.29,wallet,success
20416,63.05,card,success
20417,12.25,card,failed
20418,27.78,card,success
20419,15.18,card,success
20420,12.65,cash,success
20421,15.45,card,failed
20422,14.34,card,success
20423,12.65,cash,success
20424,22.68,card,success
20425,38.05,card,success
20426,14.1,card,success
20427,48.45,card,success
20428,83.44,card,success
20429,44.15,cash,success
20430,12.25,card,success
20431,5.9,cash,success
20432,19.38,cash,success
20433,13.12,wallet,success
20434,13.71,card,success
20435,27.78,cash,success
20436,14.28,wallet,failed
20437,14.28,card,success
20438,9.8,cash,success
20439,20.1,wallet,success
20440,12.65,card,success
20441,51.3,card,success
20442,26.65,card,success
20443,11.9,card,success
20444,11.95,wallet,success
20445,17.55,cash,success
20446,34.35,card,success
20447,16.85,cash,success
20448,79.75,cash,success
20449,16.69,card,success
20450,101.0,cash,success
20451,37.65,card,success
20452,16.2,card,success
20453,71.84,card,success
20454,26.0,card,success
20455,26.0,cash,success
20456,26.0,card,success
20457,100.13,card,success
20458,16.15,card,success
20459,27.35,wallet,success
20460,21.8,wallet,success
20461,43.6,cash,success
20462,76.94,cash,success
20463,35.0,card,failed
20464,13.15,card,failed
20465,86.69,card,success
20466,90.9,cash,success
20467,14.75,card,success
20468,15.75,card,success
20469,14.7,card,success
20470,60.0,wallet,success
20471,42.0,card,success
20472,16.3,card,success
20473,15.0,card,success
20474,16.02,card,success
20475,12.65,cash,success
20476,121.39,cash,success
20477,30.3,card,success
20478,72.05,card,success
20479,54.94,cash,success
20480,9.4,cash,success
20481,33.0,card,success
20482,37.0,cash,success
20483,11.76,card,success
20484,17.55,cash,success
20485,18.65,card,success
20486,16.75,cash,success
20487,26.46,cash,success
20488,10.85,wallet,success
20489,11.95,card,success
20490,28.62,cash,success
20491,59.55,cash,success
20492,15.12,card,success
20493,24.05,card,success
20494,52.65,cash,success
20495,96.0,card,success
20496,57.9,cash,success
20497,73.19,cash,success
20498,36.0,card,success
20499,50.0,card,success
20500,13.65,cash,success
20501,15.18,card,success
20502,18.54,cash,success
20503,60.25,card,success
20504,83.5,card,success
20505,93.69,card,success
20506,99.78,card,success
20507,103.2,cash,success
20508,23.85,card,success
20509,8.65,card,success
20510,98.03,wallet,success
20511,20.5,cash,success
20512,68.99,card,success
20513,7.75,card,success
20514,62.59,cash,success
20515,47.1,cash,success
20516,18.54,cash,success
20517,14.8,cash,success
20518,35.25,wallet,success
20519,16.15,card,success
20520,15.53,card,success
20521,100.13,cash,success
20522,95.19,wallet,success
20523,13.9,card,success
20524,6.42,card,success
20525,10.4,card,success
20526,46.0,cash,success
20527,144.56,card,success
20528,45.05,cash,success
20529,26.31,wallet,success
20530,18.5,card,success
20531,48.31,card,success
20532,79.2,cash,success
20533,22.74,cash,success
20534,57.0,cash,success
20535,23.72,card,success
20536,16.86,cash,success
20537,15.4,cash,success
20538,14.8,card,success
20539,9.15,wallet,success
20540,37.05,wallet,success
20541,11.26,card,success
20542,17.7,card,success
20543,7.0,cash,success
20544,29.1,card,success
20545,30.3,card,success
20546,13.72,card,success
20547,37.75,card,success
20548,18.54,card,success
20549,32.25,cash,success
20550,14.75,cash,success
20551,21.05,card,success
20552,11.82,card,success
20553,49.2,card,success
20554,34.87,card,success
20555,10.44,card,success
20556,98.88,card,success
20557,37.86,card,success
20558,14.3,card,success
20559,21.0,card,success
20560,10.57,cash,success
20561,9.15,card,success
20562,56.46,wallet,success
20563,21.06,card,success
20564,275.12,card,success
20565,14.9,card,success
20566,13.6,card,success
20567,30.3,card,success
20568,250.45,cash,success
20569,24.42,cash,success
20570,65.23,cash,success
20571,95.44,card,success
20572,19.38,card,success
20573,19.38,card,success
20574,137.75,cash,success
20575,16.4,cash,success
20576,23.55,wallet,success
20577,14.63,cash,success
20578,13.5,card,success
20579,92.19,card,success
20580,79.2,cash,success
20581,42.9,cash,success
20582,100.8,card,success
20583,12.62,cash,success
20584,93.0,card,success
20585,5.9,cash,success
20586,23.8,cash,success
20587,16.85,cash,success
20588,80.58,wallet,success
20589,50.83,wallet,success
20590,26.55,card,success
20591,97.13,cash,success
20592,84.75,card,success
20593,28.49,cash,success
20594,22.35,wallet,success
20595,59.55,card,success
20596,99.78,card,success
20597,37.05,cash,success
20598,103.2,cash,success
20599,19.68,card,success
20600,16.86,card,success
20601,23.58,card,failed
20602,49.15,card,success
20603,90.75,card,success
20604,17.0,card,success
20605,19.38,card,success
20606,102.0,card,success
20607,47.0,card,success
20608,69.5,cash,success
20609,24.79,cash,success
20610,81.91,cash,failed
20611,16.86,card,success
20612,32.28,wallet,success
20613,35.65,cash,success
20614,98.03,wallet,success
20615,35.65,card,success
20616,79.74,cash,success
20617,-48.35,card,success
20618,48.35,card,success
20619,12.95,card,success
20620,90.55,card,success
20621,43.09,card,success
20622,95.68,card,success
20623,38.45,cash,success
20624,111.45,card,success
20625,41.25,wallet,success
20626,37.05,cash,success
20627,-20.95,cash,failed
20628,20.95,cash,success
20629,24.45,cash,success
20630,17.55,card,success
20631,14.05,card,success
20632,15.18,cash,success
20633,-43.35,cash,success
20634,43.35,card,failed
20635,91.45,cash,success
20636,45.45,cash,success
20637,99.78,card,success
20638,35.65,card,success
20639,11.0,wallet,success
20640,124.81,card,success
20641,25.5,cash,success
20642,50.45,cash,success
20643,5.9,card,success
20644,14.94,cash,success
20645,97.13,card,success
20646,21.9,card,success
20647,11.2,wallet,success
20648,16.15,card,success
20649,27.01,card,success
20650,33.55,card,success
20651,99.78,cash,success
20652,41.95,card,success
20653,73.2,card,success
20654,131.58,card,success
20655,18.54,cash,success
20656,20.3,card,success
20657,-39.85,card,success
20658,39.85,card,success
20659,28.65,card,success
20660,10.1,cash,success
20661,37.05,card,success
20662,26.45,wallet,success
20663,69.11,cash,success
20664,89.7,wallet,success
20665,45.14,card,success
20666,36.35,card,success
20667,39.15,card,success
20668,82.86,card,success
20669,101.16,card,success
20670,46.95,cash,success
20671,46.85,card,success
20672,13.5,card,success
20673,26.65,cash,success
20674,35.25,card,success
20675,21.65,cash,success
20676,41.35,card,success
20677,24.79,card,success
20678,99.78,cash,success
20679,109.2,card,success
20680,93.44,card,success
20681,39.85,card,success
20682,18.25,card,success
20683,35.15,card,success
20684,119.44,cash,success
20685,32.85,wallet,success
20686,32.85,card,success
20687,19.55,card,success
20688,99.78,cash,success
20689,120.35,wallet,success
20690,44.75,card,success
20691,-29.35,card,success
20692,29.35,card,success
20693,99.78,card,success
20694,-120.95,card,success
20695,120.95,card,success
20696,39.15,card,success
20697,26.15,card,success
20698,19.15,cash,success
20699,12.66,card,success
20700,145.2,card,success
20701,89.38,cash,success
20702,28.3,card,success
20703,32.85,card,success
20704,157.51,card,success
20705,37.3,cash,success
20706,91.78,card,success
20707,61.0,cash,success
20708,15.45,cash,success
20709,14.34,card,success
20710,7.3,card,success
20711,74.1,cash,success
20712,20.3,cash,success
20713,44.75,card,success
20714,-30.75,card,success
20715,30.75,card,success
20716,88.44,card,success
20717,47.55,card,success
20718,99.78,cash,failed
20719,17.7,card,success
20720,-14.05,cash,success
20721,14.05,card,success
20722,23.69,cash,success
20723,26.31,card,success
20724,20.5,card,success
20725,47.47,card,success
20726,105.6,cash,failed
20727,25.95,card,success
20728,91.69,card,success
20729,13.35,card,success
20730,102.85,card,success
20731,41.25,card,success
20732,12.95,card,success
20733,16.75,card,success
20734,35.65,card,success
20735,1.01,card,success
20736,77.03,card,success
20737,42.65,card,success
20738,80.95,card,success
20739,61.94,card,success
20740,56.71,cash,success
20741,55.45,card,success
20742,73.45,card,success
20743,24.52,card,success
20744,47.55,card,success
20745,25.85,card,success
20746,28.3,card,success
20747,54.85,card,success
20748,25.25,card,success
20749,42.65,cash,success
20750,25.85,wallet,success
20751,81.69,card,success
20752,31.55,cash,success
20753,82.69,card,success
20754,15.46,card,success
20755,21.94,card,success
20756,46.15,cash,success
20757,89.7,cash,success
20758,20.35,card,success
20759,9.15,cash,success
20760,30.15,card,success
20761,8.76,card,success
20762,12.95,card,success
20763,37.86,card,success
20764,39.55,cash,success
20765,21.95,wallet,success
20766,24.42,cash,success
20767,21.32,card,success
20768,13.9,card,success
20769,41.2,card,failed
20770,78.33,cash,success
20771,74.49,card,success
20772,44.4,cash,success
20773,11.76,card,success
20774,18.25,card,success
20775,25.26,card,success
20776,43.35,cash,success
20777,64.39,card,success
20778,17.5,card,success
20779,16.45,cash,success
20780,35.05,wallet,success
20781,12.6,cash,success
20782,61.87,card,success
20783,13.44,card,success
20784,11.95,cash,success
20785,25.26,cash,success
20786,18.15,card,success
20787,20.22,card,success
20788,15.81,card,success
20789,21.0,cash,success
20790,30.2,wallet,success
20791,16.1,cash,failed
20792,18.54,card,success
20793,13.5,card,success
20794,14.95,cash,success
20795,14.75,wallet,success
20796,15.81,cash,success
20797,29.0,card,success
20798,14.75,cash,success
20799,23.58,card,success
20800,16.7,card,success
20801,-126.0,card,success
20802,126.0,card,success
20803,10.5,card,success
20804,60.89,card,success
20805,23.8,card,success
20806,99.78,card,success
20807,14.35,card,success
20808,76.55,card,success
20809,21.9,wallet,success
20810,14.88,cash,success
20811,13.01,card,success
20812,17.29,wallet,success
20813,7.7,cash,success
20814,10.4,card,success
20815,24.5,cash,success
20816,9.8,cash,success
20817,14.63,cash,success
20818,13.19,card,success
20819,12.65,card,success
20820,19.31,card,success
20821,25.85,wallet,success
20822,98.46,card,success
20823,11.82,cash,success
20824,19.3,cash,success
20825,9.85,card,success
20826,32.8,card,success
20827,17.7,cash,success
20828,124.2,card,success
20829,14.75,cash,success
20830,19.38,card,success
20831,10.55,cash,success
20832,35.75,card,success
20833,13.35,cash,success
20834,80.5,card,success
20835,12.25,wallet,success
20836,41.65,card,success
20837,16.8,card,success
20838,25.95,cash,success
20839,92.69,card,success
20840,11.76,card,success
20841,35.75,cash,success
20842,42.05,cash,success
20843,18.95,wallet,success
20844,9.1,card,success
20845,20.35,card,success
20846,10.55,card,success
20847,60.54,card,success
20848,19.38,wallet,success
20849,18.54,cash,success
20850,31.14,cash,success
20851,28.75,wallet,success
20852,97.14,card,success
20853,31.56,cash,success
20854,21.3,card,success
20855,24.95,cash,success
20856,26.88,wallet,success
20857,19.17,card,success
20858,15.45,cash,success
20859,13.18,card,success
20860,10.55,wallet,success
20861,18.54,card,success
20862,10.78,card,success
20863,19.32,card,success
20864,98.88,wallet,success
20865,10.1,wallet,success
20866,11.76,cash,success
20867,13.44,wallet,success
20868,18.48,card,success
20869,90.9,card,success
20870,19.05,card,success
20871,44.75,card,success
20872,16.85,card,success
20873,18.54,card,success
20874,102.11,card,success
20875,17.77,card,success
20876,9.1,card,success
20877,15.75,card,success
20878,18.45,card,failed
20879,90.09,card,success
20880,25.26,cash,success
20881,21.9,card,success
20882,29.26,cash,success
20883,16.75,card,success
20884,151.01,cash,success
20885,17.7,card,success
20886,22.0,wallet,success
20887,36.12,card,success
20888,82.75,card,success
20889,17.29,card,success
20890,21.35,card,success
20891,93.45,cash,success
20892,8.6,card,success
20893,29.2,card,success
20894,11.76,wallet,success
20895,15.2,cash,success
20896,18.95,card,success
20897,13.5,card,success
20898,98.05,cash,success
20899,40.38,card,success
20900,24.18,cash,success
20901,13.35,card,success
20902,17.2,card,success
20903,16.02,cash,success
20904,9.85,card,success
20905,15.18,cash,success
20906,12.65,wallet,success
20907,16.02,card,success
20908,11.76,cash,success
20909,21.94,card,success
20910,30.15,wallet,success
20911,10.4,card,success
20912,44.58,cash,success
20913,32.8,card,success
20914,34.5,card,success
20915,17.7,card,success
20916,14.25,card,success
20917,16.02,cash,success
20918,9.1,cash,success
20919,12.0,cash,success
20920,17.55,card,success
20921,68.94,card,success
20922,51.03,card,success
20923,7.3,cash,success
20924,13.44,card,success
20925,16.86,cash,success
20926,14.28,card,success
20927,8.0,card,failed
20928,16.55,card,success
20929,18.37,wallet,success
20930,20.52,cash,success
20931,27.75,wallet,success
20932,12.65,card,success
20933,11.95,card,success
20934,26.31,cash,success
20935,14.34,card,success
20936,10.83,cash,success
20937,21.84,cash,success
20938,16.1,cash,success
20939,16.15,card,success
20940,59.69,cash,success
20941,12.25,cash,success
20942,68.93,wallet,success
20943,11.95,card,success
20944,13.5,cash,success
20945,22.8,cash,failed
20946,12.65,cash,success
20947,21.06,card,success
20948,103.75,card,success
20949,11.27,card,success
20950,11.15,cash,success
20951,126.31,cash,success
20952,9.4,card,success
20953,13.44,card,success
20954,14.28,card,success
20955,18.95,card,failed
20956,18.95,card,success
20957,17.15,cash,success
20958,23.85,cash,success
20959,15.7,wallet,success
20960,12.65,cash,success
20961,107.35,cash,success
20962,21.06,card,success
20963,63.79,card,success
20964,65.1,card,success
20965,28.05,card,success
20966,98.03,card,success
20967,18.52,wallet,success
20968,15.18,card,success
20969,14.65,card,success
20970,13.44,card,success
20971,31.0,card,success
20972,9.85,card,success
20973,15.18,cash,success
20974,97.13,card,failed
20975,23.7,cash,success
20976,15.5,wallet,success
20977,24.45,card,success
20978,25.95,cash,success
20979,11.25,cash,success
20980,98.88,card,success
20981,15.05,cash,success
20982,18.54,card,success
20983,23.58,card,success
20984,61.43,cash,success
20985,7.65,card,success
20986,20.15,card,success
20987,-10.55,card,success
20988,10.55,card,success
20989,-10.1,cash,success
20990,10.1,card,success
20991,23.1,card,success
20992,115.05,card,success
20993,23.69,cash,success
20994,16.15,card,success
20995,83.94,cash,success
20996,8.0,cash,success
20997,11.47,card,success
20998,14.28,card,success
20999,9.85,cash,success
21000,15.35,card,success
21001,41.3,card,success
21002,12.95,card,success
21003,7.3,cash,success
21004,18.54,cash,success
21005,28.55,cash,success
21006,13.86,card,success
21007,11.95,card,success
21008,83.97,cash,success
21009,24.06,cash,success
21010,99.78,card,success
21011,10.55,card,success
21012,109.51,card,success
21013,5.9,card,success
21014,119.16,card,success
21015,14.05,cash,success
21016,25.25,card,success
21017,37.02,cash,success
21018,67.78,card,success
21019,16.8,wallet,success
21020,34.5,cash,success
21021,23.15,card,success
21022,21.75,cash,success
21023,8.0,card,success
21024,23.05,card,failed
21025,24.9,cash,success
21026,15.96,card,success
21027,8.0,wallet,success
21028,18.25,cash,success
21029,16.95,card,success
21030,17.7,cash,failed
21031,13.35,cash,success
21032,97.13,card,success
21033,9.4,wallet,success
21034,18.44,card,success
21035,14.75,card,success
21036,15.96,cash,success
21037,18.2,wallet,success
21038,16.8,card,success
21039,-84.25,cash,success
21040,84.25,card,success
21041,13.2,cash,success
21042,14.63,card,success
21043,14.9,card,success
21044,49.15,card,success
21045,57.55,cash,success
21046,37.85,card,success
21047,131.29,cash,success
21048,79.31,card,success
21049,24.0,card,success
21050,95.88,card,success
21051,70.06,card,success
21052,118.69,card,success
21053,29.46,card,success
21054,18.2,card,success
21055,11.82,card,success
21056,14.95,card,success
21057,17.1,cash,failed
21058,15.2,card,success
21059,23.52,card,success
21060,21.9,cash,success
21061,12.65,card,success
21062,11.9,card,success
21063,16.02,wallet,success
21064,11.95,cash,success
21065,35.35,card,success
21066,20.19,card,success
21067,33.65,card,success
21068,15.15,cash,success
21069,22.74,cash,success
21070,34.14,card,success
21071,103.86,card,success
21072,16.86,card,success
21073,133.13,card,success
21074,22.7,card,success
21075,50.39,cash,success
21076,22.35,card,success
21077,12.66,card,success
21078,31.0,card,failed
21079,16.02,cash,success
21080,9.15,card,success
21081,23.2,card,success
21082,17.81,card,success
21083,97.38,wallet,success
21084,15.2,cash,success
21085,13.85,card,failed
21086,43.81,card,success
21087,99.78,cash,success
21088,30.55,card,success
21089,77.39,card,success
21090,15.18,card,success
21091,60.99,cash,success
21092,21.75,cash,success
21093,11.9,cash,success
21094,16.86,card,success
21095,13.2,card,success
21096,18.0,card,success
21097,60.0,cash,success
21098,15.96,cash,success
21099,11.0,card,success
21100,53.04,card,success
21101,19.65,card,success
21102,11.95,card,success
21103,21.1,card,success
21104,83.44,cash,success
21105,14.88,cash,success
21106,14.05,card,success
21107,14.85,card,success
21108,16.38,card,success
21109,-9.85,cash,success
21110,9.85,cash,success
21111,7.3,card,success
21112,51.15,card,success
21113,11.95,card,success
21114,14.0,wallet,success
21115,14.75,card,success
21116,11.44,card,success
21117,11.27,card,success
21118,8.7,card,success
21119,12.2,card,success
21120,91.45,card,success
21121,49.15,card,success
21122,8.4,wallet,success
21123,18.15,card,success
21124,16.85,card,success
21125,24.42,card,success
21126,81.69,card,success
21127,19.38,card,success
21128,18.8,card,success
21129,12.66,card,success
21130,98.03,cash,success
21131,15.2,card,success
21132,15.75,cash,success
21133,73.79,card,success
21134,16.85,cash,success
21135,29.45,wallet,success
21136,31.08,card,success
21137,81.69,wallet,success
21138,29.65,cash,success
21139,21.9,card,success
21140,9.8,wallet,success
21141,11.55,cash,success
21142,17.1,card,success
21143,51.2,cash,success
21144,17.7,cash,success
21145,18.87,cash,success
21146,14.05,wallet,success
21147,23.5,card,success
21148,70.62,wallet,success
21149,20.93,card,success
21150,9.15,card,success
21151,36.45,card,success
21152,86.28,cash,success
21153,175.2,card,success
21154,61.2,cash,success
21155,52.62,cash,success
21156,16.63,card,success
21157,21.9,card,success
21158,12.66,card,success
21159,15.5,card,success
21160,45.42,card,success
21161,28.7,card,success
21162,37.79,cash,success
21163,-24.55,card,success
21164,24.55,card,success
21165,95.88,cash,success
21166,63.74,cash,success
21167,15.45,card,success
21168,16.02,card,success
21169,15.45,wallet,success
21170,41.01,card,success
21171,92.44,card,success
21172,11.25,cash,success
21173,12.95,card,success
21174,-7.75,card,success
21175,7.75,card,success
21176,14.05,cash,success
21177,22.7,card,success
21178,83.44,cash,success
21179,81.69,cash,success
21180,10.98,card,success
21181,37.86,wallet,success
21182,59.55,card,success
21183,49.05,card,success
21184,15.18,card,success
21185,11.76,cash,success
21186,10.44,card,success
21187,21.94,cash,success
21188,14.94,card,success
21189,60.5,card,success
21190,11.95,cash,success
21191,16.38,card,success
21192,98.88,card,success
21193,4.5,cash,success
21194,71.5,cash,success
21195,4.5,cash,success
21196,4.5,cash,success
21197,1.76,wallet,success
21198,16.86,cash,success
21199,21.06,card,success
21200,17.7,card,success
21201,43.81,wallet,success
21202,15.35,card,success
21203,18.54,card,success
21204,-13.35,card,success
21205,13.35,card,success
21206,10.55,wallet,success
21207,124.83,wallet,success
21208,9.1,cash,success
21209,21.9,card,success
21210,13.35,card,success
21211,21.9,cash,success
21212,20.25,cash,success
21213,30.3,card,success
21214,70.99,cash,success
21215,7.0,card,failed
21216,154.21,wallet,success
21217,15.18,card,success
21218,27.15,cash,success
21219,18.54,wallet,success
21220,45.42,card,success
21221,27.78,cash,success
21222,17.7,card,success
21223,14.34,card,success
21224,10.46,cash,success
21225,13.1,card,success
21226,18.48,cash,success
21227,80.19,card,success
21228,151.0,card,success
21229,10.55,card,success
21230,23.85,card,success
21231,12.7,cash,success
21232,58.2,wallet,success
21233,24.45,card,success
21234,50.7,card,success
21235,39.48,card,success
21236,8.7,card,success
21237,13.72,card,success
21238,40.11,cash,success
21239,16.69,card,success
21240,14.88,card,success
21241,72.15,card,success
21242,13.85,card,success
21243,96.23,wallet,success
21244,15.18,wallet,success
21245,23.58,cash,success
21246,100.13,card,success
21247,17.7,cash,success
21248,26.9,cash,success
21249,14.75,card,success
21250,69.83,card,success
21251,10.65,card,success
21252,15.18,card,success
21253,8.0,wallet,success
21254,17.8,cash,success
21255,18.0,card,success
21256,11.82,card,success
21257,11.82,cash,success
21258,14.65,card,success
21259,18.54,card,success
21260,7.0,cash,success
21261,11.2,card,success
21262,83.44,card,success
21263,11.83,card,success
21264,83.25,card,success
21265,23.58,card,success
21266,64.27,cash,success
21267,154.8,card,failed
21268,9.0,cash,success
21269,31.85,cash,success
21270,41.59,card,success
21271,12.95,card,success
21272,77.8,card,success
21273,13.5,cash,success
21274,-27.35,card,success
21275,27.35,cash,success
21276,12.55,card,success
21277,22.74,card,success
21278,24.42,cash,success
21279,30.45,card,success
21280,16.96,cash,success
21281,14.05,card,success
21282,11.82,card,success
21283,13.5,card,success
21284,38.55,cash,success
21285,14.9,cash,success
21286,16.85,card,success
21287,95.95,card,success
21288,82.75,card,success
21289,12.66,card,success
21290,47.55,wallet,success
21291,74.51,cash,success
21292,35.0,card,success
21293,91.69,card,success
21294,16.7,wallet,success
21295,13.25,card,success
21296,13.35,card,success
21297,37.0,card,success
21298,38.7,cash,success
21299,10.44,card,success
21300,17.25,cash,success
21301,104.89,card,success
21302,101.75,card,success
21303,64.78,card,success
21304,97.99,cash,success
21305,159.29,card,success
21306,168.78,cash,success
21307,53.64,cash,success
21308,19.31,wallet,success
21309,34.5,card,success
21310,34.0,card,success
21311,21.94,cash,success
21312,15.12,cash,success
21313,20.0,cash,success
21314,19.38,card,success
21315,97.35,card,success
21316,12.25,card,success
21317,9.1,wallet,success
21318,17.35,cash,success
21319,152.71,card,success
21320,98.03,card,success
21321,7.3,card,success
21322,14.35,card,success
21323,41.94,card,success
21324,18.2,card,success
21325,25.45,card,success
21326,14.35,cash,failed
21327,24.0,card,success
21328,22.0,wallet,success
21329,102.59,card,success
21330,117.15,cash,success
21331,-32.25,card,success
21332,32.25,card,success
21333,122.52,card,success
21334,22.05,card,success
21335,48.94,wallet,success
21336,16.71,card,success
21337,19.4,cash,success
21338,15.18,card,success
21339,15.18,wallet,success
21340,21.75,card,success
21341,21.9,card,success
21342,11.44,cash,success
21343,16.86,card,success
21344,16.86,card,success
21345,16.86,card,success
21346,22.0,wallet,success
21347,57.49,card,success
21348,20.35,card,success
21349,34.0,card,success
21350,30.15,card,success
21351,17.7,card,success
21352,9.15,card,success
21353,81.25,card,success
21354,14.75,card,success
21355,31.98,card,success
21356,15.45,card,success
21357,48.72,card,success
21358,10.87,card,success
21359,-49.75,card,success
21360,49.75,wallet,success
21361,14.34,card,success
21362,12.6,card,success
21363,22.35,card,success
21364,22.0,cash,success
21365,10.78,cash,success
21366,-40.55,card,success
21367,40.55,cash,success
21368,99.78,card,success
21369,21.65,wallet,success
21370,138.37,card,success
21371,16.02,cash,success
21372,16.02,card,success
21373,89.86,card,success
21374,65.1,card,success
21375,54.25,cash,success
21376,65.1,card,success
21377,168.21,wallet,success
21378,29.45,wallet,success
21379,37.25,card,success
21380,25.44,cash,success
21381,84.19,card,success
21382,15.7,cash,success
21383,14.34,cash,success
21384,26.1,card,success
21385,99.18,card,success
21386,15.18,cash,success
21387,32.95,card,success
21388,55.85,card,success
21389,130.3,wallet,success
21390,108.0,cash,success
21391,44.0,card,success
21392,21.0,card,success
21393,80.94,wallet,success
21394,-16.15,card,success
21395,16.15,cash,success
21396,26.1,card,success
21397,38.0,card,success
21398,11.37,cash,success
21399,14.05,cash,success
21400,68.25,cash,success
21401,-5.2,wallet,success
21402,5.2,card,success
21403,33.25,card,success
21404,16.45,cash,success
21405,15.45,card,success
21406,14.75,card,success
21407,17.7,card,success
21408,55.05,card,success
21409,10.92,wallet,success
21410,79.5,card,success
21411,10.5,card,success
21412,22.74,card,success
21413,19.38,card,success
21414,9.85,card,success
21415,28.0,card,success
21416,17.85,card,success
21417,85.62,card,success
21418,10.83,card,success
21419,14.05,cash,success
21420,81.69,cash,success
21421,88.44,card,success
21422,23.4,card,success
21423,11.95,wallet,success
21424,80.19,card,success
21425,35.65,card,success
21426,37.15,card,success
21427,17.35,card,success
21428,27.0,card,success
21429,165.37,card,success
21430,108.11,card,success
21431,308.55,card,success
21432,15.0,cash,success
21433,25.26,card,success
21434,17.7,card,success
21435,102.11,cash,success
21436,20.22,cash,success
21437,-14.75,card,success
21438,14.75,card,success
21439,18.35,cash,success
21440,39.15,cash,success
21441,35.65,wallet,success
21442,13.44,card,success
21443,17.35,card,success
21444,108.91,wallet,success
21445,18.54,card,success
21446,31.98,card,success
21447,13.35,card,success
21448,74.75,card,success
21449,81.25,card,success
21450,36.0,card,success
21451,19.38,cash,success
21452,12.66,cash,success
21453,15.18,card,success
21454,98.44,card,success
21455,97.75,cash,success
21456,93.44,cash,success
21457,76.0,cash,success
21458,-11.5,cash,success
21459,11.5,cash,success
21460,99.78,card,success
21461,13.6,wallet,success
21462,24.0,card,success
21463,11.95,cash,success
21464,12.6,card,success
21465,15.96,card,success
21466,55.25,cash,success
21467,87.29,card,success
21468,24.1,card,success
21469,34.25,card,success
21470,82.75,card,success
21471,14.34,cash,success
21472,20.07,card,success
21473,19.31,card,success
21474,19.32,card,success
21475,28.05,card,failed
21476,47.65,wallet,success
21477,83.49,cash,success
21478,22.45,cash,success
21479,15.45,card,success
21480,37.02,card,success
21481,70.35,wallet,success
21482,22.74,card,success
21483,27.85,card,success
21484,-6.6,card,success
21485,6.6,cash,success
21486,27.95,cash,success
21487,11.25,card,success
21488,13.95,cash,success
21489,24.55,cash,success
21490,37.15,card,success
21491,15.55,card,success
21492,24.27,card,success
21493,10.45,cash,success
21494,13.25,card,success
21495,42.9,card,success
21496,11.1,cash,success
21497,30.05,card,success
21498,44.25,cash,success
21499,31.45,wallet,success
21500,41.25,cash,success
21501,16.15,cash,success
21502,23.85,card,success
21503,-49.15,cash,success
21504,49.15,cash,success
21505,47.55,card,success
21506,4.5,cash,success
21507,49.2,wallet,success
21508,102.81,card,success
21509,16.86,card,success
21510,41.95,card,success
21511,18.85,card,success
21512,11.55,cash,success
21513,95.88,card,success
21514,118.0,cash,success
21515,42.65,card,success
21516,14.0,cash,success
21517,25.45,card,success
21518,16.86,wallet,success
21519,-43.35,cash,success
21520,43.35,cash,success
21521,102.41,card,success
21522,19.6,card,success
21523,13.45,cash,success
21524,35.35,card,success
21525,31.45,cash,success
21526,46.15,card,success
21527,43.35,cash,success
21528,16.75,card,success
21529,26.04,card,success
21530,11.9,card,success
21531,90.0,card,success
21532,95.19,card,success
21533,20.22,card,success
21534,16.94,cash,success
21535,26.55,card,success
21536,-61.9,wallet,success
21537,61.9,card,success
21538,100.19,card,success
21539,23.45,cash,success
21540,24.42,wallet,failed
21541,17.45,wallet,success
21542,31.0,wallet,success
21543,14.05,wallet,success
21544,10.1,card,success
21545,27.35,card,success
21546,14.3,card,success
21547,49.75,card,success
21548,90.19,card,success
21549,40.38,card,success
21550,16.02,card,success
21551,90.55,card,success
21552,62.2,cash,success
21553,28.99,cash,success
21554,43.9,wallet,success
21555,32.83,card,success
21556,99.39,card,success
21557,102.92,wallet,success
21558,48.94,cash,success
21559,20.95,wallet,success
21560,79.75,card,success
21561,102.11,card,success
21562,30.0,cash,success
21563,37.05,cash,success
21564,15.96,wallet,success
21565,86.95,card,success
21566,-33.9,card,success
21567,33.9,card,success
21568,14.34,card,failed
21569,27.3,card,success
21570,39.85,card,success
21571,13.75,card,success
21572,34.19,cash,success
21573,-20.6,cash,success
21574,20.6,card,success
21575,10.45,card,success
21576,-96.04,card,success
21577,96.04,cash,success
21578,42.65,card,success
21579,20.22,cash,success
21580,21.05,card,success
21581,16.44,card,success
21582,35.05,card,success
21583,48.25,card,success
21584,21.05,card,success
21585,14.3,cash,success
21586,9.15,cash,failed
21587,19.3,cash,success
21588,64.34,card,success
21589,12.31,card,success
21590,21.0,wallet,success
21591,15.96,cash,success
21592,12.6,cash,success
